classe_num,ndevoir_w9,avg_note_w9,log_w9,logMonday_w9,logSunday_w9,logWed_w9,logThursday_w9,diffDaysWeek,logResource_w9,logCore_w9,logViewed_w9,logviewedCore_w9,logviewedResource_w9,logviewedTargetCourse_w9,logviewedTargetCourseModule_w9,progress_dvr,progress_log,totalDevoir,bourse,redoublant
1,1,15,9,0,0,0,0,0,0,9,9,9,0,9,0,0,0,6,0,0
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,2,18.5,210,0,0,40,120,0,100,110,210,110,100,110,100,0,0,6,0,0
1,1,17,414,117,279,9,9,0,342,72,414,72,342,72,342,0,0,4,0,0
1,2,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,2,17,72,0,0,0,36,0,18,54,72,54,18,54,18,0,0,6,0,0
0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,18,207,126,0,0,9,0,54,153,207,153,54,153,54,0,0,5,0,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,17,234,0,36,162,0,0,72,162,234,162,72,162,72,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,2,19,882,144,0,279,72,0,216,531,810,522,216,522,288,0,1,6,0,0
1,1,18,30,0,0,10,0,0,0,30,30,30,0,30,0,0,0,5,0,0
1,1,18,324,36,0,63,0,0,72,207,306,207,72,207,99,0,0,6,0,0
1,0,0,108,0,0,0,0,0,18,90,108,90,18,90,18,0,0,5,0,0
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,20,189,81,0,18,45,0,45,144,189,144,45,144,45,0,1,6,1,0
1,1,17,430,0,30,170,40,0,90,340,430,340,90,340,90,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
1,1,16,576,504,0,0,63,0,297,270,576,270,297,270,306,0,1,6,0,0
1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,1,6,40,0,40,0,0,0,10,30,40,30,10,30,10,0,0,5,0,0
1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,1,16,108,0,0,72,0,0,36,72,108,72,36,72,36,0,0,4,0,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
1,1,16,330,0,0,230,20,0,30,300,330,300,30,110,30,0,0,4,0,0
1,0,0,88,44,44,0,0,0,22,66,88,66,22,66,22,0,0,3,0,0
1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
1,1,17,370,0,130,0,0,0,170,200,370,200,170,200,170,0,0,6,0,0
1,1,18,44,0,0,0,0,0,0,22,44,22,0,22,22,0,0,6,1,0
0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1
1,2,18,315,0,0,27,27,0,90,225,315,225,90,225,90,0,0,6,1,0
1,2,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,18,378,0,9,0,279,0,108,270,378,270,108,270,108,0,0,4,0,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
-1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
1,0,0,160,150,10,0,0,0,50,90,160,90,50,90,70,0,0,5,0,0
1,1,20,45,9,0,0,0,0,9,36,45,36,9,36,9,0,0,6,0,0
1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,17,190,80,0,0,30,0,40,150,190,150,40,150,40,0,0,6,0,0
1,1,18,1080,54,0,36,738,0,333,711,1071,711,333,711,360,0,0,5,0,0
1,1,17,50,30,0,10,0,0,0,50,50,50,0,50,0,0,0,6,0,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
1,1,20,783,0,0,0,468,0,9,486,621,459,9,459,162,0,0,4,0,0
1,3,18.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
1,0,0,44,33,0,11,0,0,0,44,44,44,0,22,0,0,0,6,0,0
1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
-1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,0,0,72,0,72,0,0,0,27,45,72,45,27,45,27,0,0,4,0,0
1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,1,19,675,0,0,126,63,0,270,387,675,387,270,387,288,0,1,6,0,0
1,1,16,280,0,130,60,0,0,150,130,280,130,150,130,150,0,0,5,0,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,2,17.5,410,100,0,0,180,0,130,260,400,260,130,260,140,0,0,6,1,0
1,2,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,16,117,27,0,0,0,0,36,81,117,81,36,81,36,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,1,15,558,495,0,9,0,0,261,297,558,297,261,297,261,0,0,4,0,0
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,2,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,0,0,711,0,99,99,270,0,342,360,711,360,342,360,351,0,0,4,0,0
0,2,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
-1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1
0,1,16,342,0,0,180,81,0,90,252,342,252,90,252,90,0,0,6,0,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,12,99,0,0,0,0,0,45,54,99,54,45,54,45,0,0,6,0,0
1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
1,1,18,350,160,10,0,0,0,160,190,350,190,160,190,160,0,0,4,1,0
1,0,0,81,0,0,81,0,0,27,54,81,54,27,54,27,0,0,6,0,0
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,2,18,873,378,36,81,144,0,279,594,873,594,279,594,279,0,0,6,0,0
1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,14,10,0,0,0,10,0,0,10,10,10,0,10,0,0,0,4,0,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,17,117,0,0,0,72,0,18,90,117,90,18,90,27,0,1,6,0,0
1,1,13,135,0,0,0,45,0,18,108,135,108,18,108,27,0,0,6,0,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,1,14,171,36,0,0,45,0,45,126,171,126,45,126,45,0,0,6,0,0
1,0,0,45,0,0,0,0,0,0,36,45,36,0,36,9,0,1,4,0,0
1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,14,54,54,0,0,0,0,27,27,54,27,27,27,27,0,0,4,0,0
1,1,16,80,0,0,40,40,0,10,70,80,70,10,70,10,0,0,4,0,0
1,1,16,160,70,20,40,20,0,30,130,160,130,30,130,30,0,0,4,1,0
1,1,12,621,252,0,0,126,0,234,378,621,378,234,378,243,0,0,6,1,0
1,2,18.5,306,0,0,90,99,0,90,216,306,216,90,216,90,0,0,5,0,0
0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
