classe_num,ndevoir_w10,avg_note_w10,log_w10,logMonday_w10,logSunday_w10,logWed_w10,logThursday_w10,diffDaysWeek,logResource_w10,logCore_w10,logViewed_w10,logviewedCore_w10,logviewedResource_w10,logviewedTargetCourse_w10,logviewedTargetCourseModule_w10,progress_dvr,progress_log,totalDevoir,bourse,redoublant
1,1,15,9,0,0,0,0,0,0,9,9,9,0,9,0,0,0,6,0,0
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,2,18.5,210,0,0,40,120,0,100,110,210,110,100,110,100,0,0,6,0,0
1,2,18,414,117,279,9,9,0,342,72,414,72,342,72,342,1,0,4,0,0
1,2,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,2,17,72,0,0,0,36,0,18,54,72,54,18,54,18,0,0,6,0,0
0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,20,11,0,0,0,11,1,0,11,11,11,0,11,0,0,1,6,0,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,2,17,207,126,0,0,9,0,54,153,207,153,54,153,54,1,0,5,0,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,17,288,0,90,162,0,1,81,198,288,198,81,198,90,0,1,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,3,18.6667,882,144,0,279,72,0,216,531,810,522,216,522,288,1,0,6,0,0
1,1,18,30,0,0,10,0,0,0,30,30,30,0,30,0,0,0,5,0,0
1,1,18,378,36,0,63,0,1,90,243,360,243,90,243,117,0,1,6,0,0
1,0,0,198,0,90,0,0,1,63,135,198,135,63,135,63,0,1,5,0,0
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,2,19.5,189,81,0,18,45,0,45,144,189,144,45,144,45,1,0,6,1,0
1,1,17,470,0,30,170,40,1,100,370,470,370,100,370,100,0,1,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
1,1,16,576,504,0,0,63,0,297,270,576,270,297,270,306,0,0,6,0,0
1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,1,6,40,0,40,0,0,0,10,30,40,30,10,30,10,0,0,5,0,0
1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
1,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,2,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0
1,1,16,108,0,0,72,0,0,36,72,108,72,36,72,36,0,0,4,0,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
1,1,16,450,0,0,260,60,1,90,360,450,360,90,170,90,0,1,4,0,0
1,0,0,198,44,44,110,0,1,66,132,198,132,66,132,66,0,1,3,0,0
1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
1,1,17,370,0,130,0,0,0,170,200,370,200,170,200,170,0,0,6,0,0
1,1,18,44,0,0,0,0,0,0,22,44,22,0,22,22,0,0,6,1,0
0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1
1,2,18,315,0,0,27,27,0,90,225,315,225,90,225,90,0,0,6,1,0
1,2,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,18,378,0,9,0,279,0,108,270,378,270,108,270,108,0,0,4,0,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
-1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
1,0,0,160,150,10,0,0,0,50,90,160,90,50,90,70,0,0,5,0,0
1,2,19.5,243,171,0,0,0,1,54,153,234,153,54,153,81,1,1,6,0,0
1,1,12,72,0,0,0,0,1,9,63,72,63,9,63,9,0,1,6,1,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,17,190,80,0,0,30,0,40,150,190,150,40,150,40,0,0,6,0,0
1,1,18,1080,54,0,36,738,0,333,711,1071,711,333,711,360,0,0,5,0,0
1,1,17,50,30,0,10,0,0,0,50,50,50,0,50,0,0,0,6,0,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
1,1,20,783,0,0,0,468,0,9,486,621,459,9,459,162,0,0,4,0,0
1,3,18.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,12,44,33,0,11,0,0,0,44,44,44,0,22,0,1,0,6,0,0
1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
-1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,0,0,72,0,72,0,0,0,27,45,72,45,27,45,27,0,0,4,0,0
1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,2,19,783,0,0,126,126,1,315,450,783,450,315,450,333,1,1,6,0,0
1,1,16,280,0,130,60,0,0,150,130,280,130,150,130,150,0,0,5,0,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,2,17.5,410,100,0,0,180,0,130,260,400,260,130,260,140,0,0,6,1,0
1,2,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,16,117,27,0,0,0,0,36,81,117,81,36,81,36,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,1,15,558,495,0,9,0,0,261,297,558,297,261,297,261,0,0,4,0,0
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,2,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,0,0,711,0,99,99,270,0,342,360,711,360,342,360,351,0,0,4,0,0
0,2,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
-1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1
0,1,16,342,0,0,180,81,0,90,252,342,252,90,252,90,0,0,6,0,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,12,99,0,0,0,0,0,45,54,99,54,45,54,45,0,0,6,0,0
1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
1,1,18,350,160,10,0,0,0,160,190,350,190,160,190,160,0,0,4,1,0
1,0,0,171,0,81,90,0,1,63,108,171,108,63,108,63,0,1,6,0,0
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0
1,2,18,1035,378,36,153,234,1,315,684,1035,684,315,684,351,0,1,6,0,0
1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,14,10,0,0,0,10,0,0,10,10,10,0,10,0,0,0,4,0,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,17,117,0,0,0,72,0,18,90,117,90,18,90,27,0,0,6,0,0
1,2,15,594,0,423,0,45,1,117,315,513,306,117,306,207,1,1,6,0,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,1,14,180,36,0,0,54,1,45,135,180,135,45,135,45,0,1,6,0,0
1,1,20,180,0,135,0,0,1,45,126,180,126,45,126,54,1,1,4,0,0
1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,14,54,54,0,0,0,0,27,27,54,27,27,27,27,0,0,4,0,0
1,1,16,80,0,0,40,40,0,10,70,80,70,10,70,10,0,0,4,0,0
1,1,16,160,70,20,40,20,0,30,130,160,130,30,130,30,0,0,4,1,0
1,1,12,621,252,0,0,126,0,234,378,621,378,234,378,243,0,0,6,1,0
1,2,18.5,306,0,0,90,99,0,90,216,306,216,90,216,90,0,0,5,0,0
0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
