classe_num,ndevoir_w3,avg_note_w3,log_w3,logMonday_w3,logSunday_w3,logWed_w3,logThursday_w3,diffDaysWeek,logResource_w3,logCore_w3,logViewed_w3,logviewedCore_w3,logviewedResource_w3,logviewedTargetCourse_w3,logviewedTargetCourseModule_w3,progress_dvr,progress_log,totalDevoir,bourse,redoublant
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,17,18,0,0,9,9,0,0,18,18,18,0,18,0,1,0,4,0,0
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,16,72,0,0,0,36,0,18,54,72,54,18,54,18,0,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,0,0,207,126,0,0,9,1,54,153,207,153,54,153,54,0,1,5,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,0,0,198,0,36,162,0,0,63,135,198,135,63,135,63,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,0,378,0,0,99,0,1,81,225,333,216,81,216,117,0,1,6,0,0
1,1,18,30,0,0,10,0,0,0,30,30,30,0,30,0,1,0,5,0,0
1,0,0,144,36,0,63,0,1,36,108,144,108,36,108,36,0,1,6,0,0
1,0,0,108,0,0,0,0,0,18,90,108,90,18,90,18,0,0,5,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,0,0,18,0,0,18,0,0,0,18,18,18,0,18,0,0,0,6,1,0
1,0,0,220,0,30,90,40,1,40,180,220,180,40,180,40,0,1,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
1,1,16,72,0,0,0,63,0,27,45,72,45,27,45,27,1,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,0,0,40,0,40,0,0,1,10,30,40,30,10,30,10,0,1,5,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
