classe_num,ndevoir_w6,avg_note_w6,log_w6,logMonday_w6,logSunday_w6,logWed_w6,logThursday_w6,diffDaysWeek,logResource_w6,logCore_w6,logViewed_w6,logviewedCore_w6,logviewedResource_w6,logviewedTargetCourse_w6,logviewedTargetCourseModule_w6,progress_dvr,progress_log,totalDevoir,bourse,redoublant
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,18,210,0,0,40,120,0,100,110,210,110,100,110,100,0,0,6,0,0
1,1,17,414,117,279,9,9,0,342,72,414,72,342,72,342,0,0,4,0,0
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,16,72,0,0,0,36,0,18,54,72,54,18,54,18,0,0,6,0,0
0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,18,207,126,0,0,9,0,54,153,207,153,54,153,54,0,0,5,0,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1,1,17,234,0,36,162,0,0,72,162,234,162,72,162,72,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,2,19,684,54,0,279,72,1,153,396,612,387,153,387,225,1,1,6,0,0
1,1,18,30,0,0,10,0,0,0,30,30,30,0,30,0,0,0,5,0,0
1,1,18,324,36,0,63,0,1,72,207,306,207,72,207,99,0,1,6,0,0
1,0,0,108,0,0,0,0,0,18,90,108,90,18,90,18,0,0,5,0,0
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1,1,20,108,45,0,18,45,0,36,72,108,72,36,72,36,0,0,6,1,0
